PMID_x,Title,Abstract,Authors,Affiliations,Journal_Title,Journal_ISO,Keywords,Date_Pub_Year,Date_Pub_Month,Date_Pub_Day,Date_Revise_Year,Date_Revise_Month,Date_Revise_Day,Grants,URL,DOI,PMID_y,Citation_Count,Cited_By_Clin,Cited_By
40803551,DNA Topoisomerase II Mutations in Cancer: Structural Impact and Drug Response in High-grade Serous Ovarian Carcinoma.,"Topoisomerases are essential enzymes that resolve DNA topological stress during replication and transcription. In mammalian cells, the two isoforms, TOP2A and TOP2B, differ in expression profiles and functions. TOP2A is a key regulator of cell division, mainly expressed in rapidly dividing cells, such as cancer cells, and is therefore the primary target of several chemotherapeutic molecules. In contrast, TOP2B is ubiquitously expressed in both dividing and non-dividing cells and is not directly implicated in tumorigenesis. Despite their functional differences, the high homology of the two isoforms contributes to unwanted off-target effects of TOP2-directed therapies, sometimes leading to secondary cancer. Both isoforms can harbor naturally occurring or cancer-associated point mutations, which could confer altered sensitivity or resistance to chemotherapy agents. Using data from cancer genomic databases, we analyzed hotspot mutations of both isoforms found in human tumors and conducted a molecular analysis based on structural and functional data. We identified TOP2 variants in high-grade serous ovarian carcinoma, a malignancy frequently treated with TOP2-targeting agents, such as doxorubicin or etoposide. Our analysis emphasizes the importance of modeling somatic mutations to assess enzyme conformation and therapeutic response. Additionally, this review provides insights that underline the potential value of including TOP2A and TOP2B in companion diagnostic gene panels used in personalized oncology, notably in cancers where TOP2-directed agents are part of the standard therapy.","Mazzoleni, Viola; Boichard, Amélie; Lamour, Valérie","Université de Strasbourg, Centre National de la Recherche Scientifique (CNRS), Institut national de la Recherche Médicale (INSERM), Institut de Génétique et de Biologie Moléculaire et Cellulaire (IGBMC), UMR 7104-UMR-S 1258, F-67400 Illkirch, France; Department of Integrated Structural Biology, IGBMC, Illkirch, France.; Université de Strasbourg, Centre National de la Recherche Scientifique (CNRS), Institut national de la Recherche Médicale (INSERM), Institut de Génétique et de Biologie Moléculaire et Cellulaire (IGBMC), UMR 7104-UMR-S 1258, F-67400 Illkirch, France; Department of Integrated Structural Biology, IGBMC, Illkirch, France; Laboratoire de Biochimie et de Biologie Moléculaire, Hôpitaux Universitaires de Strasbourg F-67200 Strasbourg, France. Electronic address: lamourv@igbmc.fr.; Université de Strasbourg, Centre National de la Recherche Scientifique (CNRS), Institut national de la Recherche Médicale (INSERM), Institut de Génétique et de Biologie Moléculaire et Cellulaire (IGBMC), UMR 7104-UMR-S 1258, F-67400 Illkirch, France; Laboratoire de Biochimie et de Biologie Moléculaire, Hôpitaux Universitaires de Strasbourg F-67200 Strasbourg, France.",Journal of molecular biology,J Mol Biol,,2025,08,11,2025,08,27,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40803551,10.1016/j.jmb.2025.169384,40803551,0,,
40895267,Association of TGF-β1 with periodontitis patients in north Indian population.,"Periodontitis is a complex disease caused by environmental and genetic factors. The course of periodontal destruction is influenced by local, ecological, and, predominantly, by genetic factors. Therefore, early detection of the disease through genomics and its course of destruction can be altered through genetic engineering, which can be a major breakthrough in the eradication of periodontitis. The purpose of this study is to find the genetic association of TGF-β1 gene polymorphisms in causing periodontitis in the North Indian population. A total of 364 subjects were selected in the present study, and they were divided into two groups, viz. Healthy (Group A) and Periodontitis (Group B), with 182 subjects in each. The detailed case history was recorded, buccal swab samples were collected and stored in the sterile medium at 4 °C. Correlation studies on gene polymorphism with the disease occurrence were carried out by estimating allele frequency, Hardy-Weinberg equilibrium (HWE), and chi-square test (GenAlex package), and linkage disequilibrium and haplotype analysis (SHEsis). The gene TGF-β1 showed a high rate of polymorphism in the north Indian population. The TGF-β1 gene showed polymorphism in the studied SNP sites. Among them, -29C/T and -788 C/T could differentiate the healthy and generalized periodontitis group; however, the localized periodontitis group could not be differentiated with any of the SNP loci. The gene TGF-β1 showed association with periodontitis in the North Indian Population.","Pandey, Ruchi; Bhateja, Sumit; Gopal, Lipika; Chhabrani, Ankita; Rana, Anju; Batra, Puneet","Department of Orthodontics and Dentofacial Orthopedics, Manav Rachna Dental College, SDS, MRIIRS, Faridabad, Haryana, 121004, India.; Department of Periodontology, Manav Rachna Dental College, SDS, MRIIRS, Faridabad, Haryana, 121004, India.; Department of Oral Medicine and Radiology, Manav Rachna Dental College, SDS, MRIIRS, Faridabad, Haryana, 121004, India.",Journal of oral biology and craniofacial research,J Oral Biol Craniofac Res,,2025,08,19,2025,09,15,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40895267,10.1016/j.jobcr.2025.08.021,40895267,0,0,NONE
40848985,"Osteoarthritis year in review 2025: Genetics, genomics, and epigenetics.","This review provides an overview of the work performed in the realms of genetics, genomics and epigenetics in osteoarthritis (OA) research over the past year. A search was performed in the EMBASE database for original research articles and reviews published between March 2, 2024 and April 24, 2025. The search strategy consisted of the term ""osteoarthritis"" paired with keywords related to genetics, genomics and epigenetics. Articles were curated using Covidence software according to their relevance. For discussion in this review, priority was given to publications in top quartile rheumatology journals. Our initial search identified 2240 unique articles, of which 42 are highlighted within this review. This year included the publication of the largest OA genetics study to date by the Genetics of Osteoarthritis Consortium. Higher impact OA genomics studies often involved the integration of multiple methodologies including chromatin accessibility mapping, single-cell RNA-sequencing and spatial transcriptomics analyses. Epigenetics studies included the characterization of non-coding RNAs, with an emphasis on microRNAs, in OA. Over the past year, we saw significant advancements in the comprehensive molecular mapping of OA joint tissues. Further strides were made in the characterization of key OA-associated pathways, gene families and microRNAs that could be exploitable therapeutic targets.","Wilson, Thomas G; Baghel, Madhu; Ali, Shabana Amanda","Bone and Joint Center, Henry Ford Health, Detroit, MI, USA; Henry Ford Health + Michigan State University Health Sciences, Detroit, MI, USA.; Bone and Joint Center, Henry Ford Health, Detroit, MI, USA; Henry Ford Health + Michigan State University Health Sciences, Detroit, MI, USA; Center for Molecular Medicine and Genetics, Wayne State University, Detroit, MI, USA. Electronic address: sali14@hfhs.org.",Osteoarthritis and cartilage,Osteoarthritis Cartilage,,2025,08,21,2025,08,28,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40848985,10.1016/j.joca.2025.08.004,40848985,0,0,NONE
40822515,"The role of multi-omics in biomarker discovery, diagnosis, prognosis, and therapeutic monitoring of tissue repair and regeneration processes.","In the last two decades, technological interventions have played a significant role in transforming healthcare with timely diagnosis and novel therapeutic interventions. Advanced technologies such as next-generation sequencing, NMR, mass spectrometry, and non-invasive imaging modalities have made it possible to study biological molecules, cellular processes, and molecular pathways in different diseases. The ""omics revolution"" is another addition that emerged as a powerful tool in elucidating molecular and cellular processes in diseases. Given the profoundly complex nature of tissue repair, it is important to employ the advanced multi-omics technique to elucidate the cellular, molecular, and inflammatory events in damaged tissues. As proven in various other diseases, these integrative omics can provide a systematic and comprehensive understanding of the biology of tissue repair and regeneration. Proteomics and transcriptomics, in particular, have been widely used for the identification and validation of potential biomarkers such as transforming growth factor-beta (TGF-β), vascular endothelial growth factor (VEGF), interleukin 6 (IL-6), and several matrix metalloproteinases (MMPs) which play a key role in the process of tissue repair and regeneration. Metabolomics, such as NMR and spectroscopies, have also shown potential in tracking energy metabolism and oxidative stress during regeneration. This review article presents a comprehensive overview of the latest multi-omics techniques and technologies that provide valuable insights into the complex processes of tissue repair and highlight the possibilities of early diagnosis, biomarker identification, and novel therapeutic interventions for tissue repair and regeneration. Combining data and key findings from multiple omics layers, such as metabolomics, transcriptomics, and genomics, may provide a comprehensive understanding of the mechanisms and pathways that have been implicated in tissue repair and regeneration. This may lead to the identification and validation of robust biomarkers and the development of therapeutic strategies aimed at improving outcomes in patients with chronic and non-healing wounds. This article reviews the application of multi-omics technologies in tissue repair and regeneration, highlighting how the integration of genomics, transcriptomics, proteomics, and metabolomics reveals molecular mechanisms of wound healing. By combining these diverse omics approaches, the findings provide critical insights into novel biomarkers, therapeutic targets, and personalized treatment strategies. This integration allows for a more comprehensive understanding of tissue regeneration, enhancing diagnostic accuracy and treatment monitoring. Ultimately, multi-omics technologies can drive advances in personalized medicine, improving clinical outcomes and offering new avenues for treating tissue repair and regeneration.","Liu, Jiamei; Yang, Liyu; Liu, Dongze; Wu, Qianlong; Yu, Yuanqi; Huang, Xiaoming; Li, Jianjun; Liu, Shengye","Department of Pathology, Shengjing Hospital, China Medical University, 36 Sanhao Road, Shenyang, 110004, China.; Department of Orthopedics, Shengjing Hospital, China Medical University, 36 Sanhao Road, Shenyang, 110004, China.; The First Hospital of China Medical University, China.",Journal of orthopaedic translation,J Orthop Translat,,2025,08,08,2025,09,14,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40822515,10.1016/j.jot.2025.07.006,40822515,0,,
40865426,Multi-omics approaches provide insights into adaptation to low salinity of intertidal clams.,"Climate change is reshaping the population distribution of intertidal organisms, with extreme weather inducing salinity fluctuations that challenge intertidal bivalves. In this study, we employed comparative genomics and transcriptomic analyses to investigate the molecular mechanisms underlying low-salinity adaptation in the razor clam (Sinonovacula constricta). We compiled and analyzed genomic data from 19 molluscan species, classified as either euryhaline or stenohaline based on their salinity tolerance. Phylogenetic analysis suggested that partial Venerida clams may have been evolved into adaptation to low salinity environments at 86.45 Mya (million year ago), or earlier. A total of 440 genes in S. constricta genome were detected to be under positive selection through within-species comparison. Furthermore, we identified sixty-nine lipid metabolism-associated orthologous groups (OGs), including four specially expanded gene families in five intertidal bivalves. Additionally, we constructed twenty-seven transcriptomic libraries from gill, mantle and digestive gland tissues of S. constricta, revealing the species employs complex molecular mechanisms in response to low-salinity stress. Twenty-eight positive selected genes exhibited significant differential expression in razor clam transcriptomic data. By integrating genomic and transcriptomic data, we identified candidate genes involved in CDP-choline, CDP-ethanolamine pathways that enhance phospholipid synthesis in S. constricta, potentially representing an adaptive mechanism to low-salinity environments. Notably, we found the lack of Cav2 member of caveolin family in euryhaline clams, which involved in Caveolae formation promoted by phospholipid. These findings enriched our understanding of the adaptive mechanisms and taxonomic characteristics of intertidal bivalves.","Lin, Zihan; Wang, Honglei; Gao, Geqi; Nie, Hongtao; Ye, Kai; Niu, Donghong; Li, Jiale","College of Fisheries and Life Science, Dalian Ocean University, Dalian, 116023, China.; Shanghai Collaborative Innovation Center for Cultivating Elite Breeds and Green-culture of Aquaculture animals, Shanghai Ocean University, Shanghai, 201306, China.; Shanghai Collaborative Innovation Center for Cultivating Elite Breeds and Green-culture of Aquaculture animals, Shanghai Ocean University, Shanghai, 201306, China; Co-Innovation Center of Jiangsu Marine Bio-industry Technology, Huaihai Institute of Technology, Lianyungang, 222005, China; Key Laboratory of Exploration and Utilization of Aquatic Genetic Resources, Ministry of Education, Shanghai Ocean University, Shanghai, 201306, China. Electronic address: dhniu@shou.edu.cn.",Marine environmental research,Mar Environ Res,"Animals, Bivalvia, Salinity, Genomics, Transcriptome, Adaptation, Physiological, Phylogeny, Gene Expression Profiling, Climate Change, Salt Tolerance, Multiomics",2025,08,20,2025,09,09,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40865426,10.1016/j.marenvres.2025.107467,40865426,0,0,NONE
40848949,Comparative and phylogenomic analysis of Chlamydia pneumoniae reveals unique carbohydrate active enzyme family (GT5) among respiratory isolates.,"Chlamydia pneumoniae is an obligatory intracellular pathogen found in humans and animals. Understanding the genomic diversity is crucial for unravelling its pathogenic mechanisms and transmission dynamics. In this study, 14 complete genomes of C. pneumoniae strains were compared for functional diversity analysis. The koala isolate LPCoLN appears as a phylogenetically distinct, showing the fewest accessory genes and the highest incorporation of unique or absent genes among the strains analyzed. Functional annotation indicates that certain metabolic pathways between the LPCoLN and the human respiratory strain AR39 were the same, which is most likely due to phage-associated elements present in AR39. The presence of the GT5 CAZyme family is significantly associated with strains of respiratory origin, suggesting a potential role in respiratory adaptation and pathogenic strategies, including tissue colonization, immune evasion, and niche-specific persistence. The strong association between GT5 CAZymes and respiratory-origin strains highlights their potential as diagnostic markers and therapeutic targets.","Jayachandiran, Susanthika; Suresh, Roja; Dhamodharan, Ramasamy","Mahatma Gandhi Medical Advanced Research Institute (MGMARI), Sri Balaji Vidyapeeth (Deemed to be University), Pondicherry 607402, India.; Mahatma Gandhi Medical Advanced Research Institute (MGMARI), Sri Balaji Vidyapeeth (Deemed to be University), Pondicherry 607402, India. Electronic address: dhamodharanr@mgmari.sbvu.ac.in.","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",Infect Genet Evol,,2025,08,21,2025,08,24,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40848949,10.1016/j.meegid.2025.105813,40848949,0,0,NONE
40812439,Within-host novel envZ mutation in Salmonella Enteritidis: Implications for virulence and antibiotic resistance.,"Within-host adaptation for Salmonella pulmonary infection is poorly studied. In this work, we investigated the evolutionary dynamics of Salmonella enterica serovar Enteritidis (S. Enteritidis) strains sequentially isolated from a patient with chronic pulmonary infections. Notably, isolates from blood, lung and pleural effusion showed variations in virulence and antibiotic resistance. Whole genome sequencing (WGS) and comparative genomics identified an envZ mutation in the pleural effusion isolate, characterized by a novel 15-bp deletion in the transmembrane1 region. Construction of the envZ mutant and in vitro analyses demonstrated that this envZ mutation was associated with reduced growth rates, diminished biofilm formation and decreased survival in the Galleria mellonella infection model. Additionally, the mutation also resulted in increased antibiotic resistance, lower resistance to phagocytosis in RAW264.7 cells, and decreased adherence to bronchial epithelial cells. Moreover, phylogenetic analysis revealed that EnvZ evolution within Enterobacteriaceae was genus specific. In conclusion, our investigation identified a novel mutation site in envZ and demonstrated that it was involved in the adaptation of Salmonella during pulmonary infection.","Yan, Dongmei; Zhang, Lingyu; Zhang, Qisi; Tang, Qinfang; Wang, Yungang","Department of Clinical Laboratory, Affiliated Hospital 6 of Nantong University, Yancheng Third People's Hospital, Yancheng, China. Electronic address: wyg18262399290@163.com.; Department of Clinical Laboratory, Fuwai Central-China Cardiovascular Hospital, Central China Fuwai Hospital of Zhengzhou University, Zhengzhou, 450046, China. Electronic address: 625272323@zzu.edu.cn.; Department of Clinical Laboratory, Affiliated Hospital 6 of Nantong University, Yancheng Third People's Hospital, Yancheng, China. Electronic address: Tangqf1478@126.com.; Department of Clinical Laboratory, Nanjing University Hospital, Nanjing, Jiangsu, 210000, China. Electronic address: 280184318@qq.com.; Department of Clinical Laboratory, Affiliated Hospital 6 of Nantong University, Yancheng Third People's Hospital, Yancheng, China. Electronic address: 1174582015@qq.com.",Microbial pathogenesis,Microb Pathog,,2025,08,12,2025,08,19,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40812439,10.1016/j.micpath.2025.107980,40812439,0,,
40818496,"Exploring Ustilaginoidea virens, the causal agent of false smut of rice disease: A comprehensive study of infection dynamics, effectors, and genetic structure.","Villosiclava virens (Anamorph: Ustilaginoidea virens) is an important and enigmatic pathogen that causes rice false smut. Some similarities between Claviceps and Ustilaginoidea genera have been found, but according to recent genomic sequence comparison research, they have different sequences. U. virens secretes mycotoxins, which make the infected grains unfavorable for human consumption. The transcriptomic analysis and genome sequencing of U. virens showed 52,554,142 clean reads assembled into 36,496 transcripts, representing 18,534 unigenes. U. virens also contains the UvNLP protein as an NLP-specific NPP1 domain that belongs to a MAMPs class protein that acts as an elicitor for defence responses in resistant plants. Unique proteins, UvCGBP1, UvPRO1, and UvBI-1, are associated with the virulence, growth, and sporulation of U. virens. Several host QTLs-qFsr1, qFsr2, qFsr4, qFsr8, qFsr10, qFsr11 and qFsr12 have been validated in diverse background (IR28, Tequing NILs, MR183-2), and are crucial for resistance breeding. The genetic diversity of U. virens was measured using molecular markers, including RAPD, AFLP, SSR, ISSR, and, more recently, SNPs. The genetic diversity of U. virens isolates was higher among the isolates than in the geographical population. This review integrates advances in molecular biology, genomics, and host-pathogen interactions to inform sustainable management strategies. Further research is needed in early detection, chlamydospore germination, targeted fungicides, and resistant hybrid rice development.","Masurkar, Prahlad; Meher, Jhumishree; Thapa, Sukram; Singh, R K; Bag, M K; Gautam, Vedant; Maurya, Shivam","Department of Mycology and Plant Pathology, Institute of Agricultural Sciences, Banaras Hindu University, Varanasi, Uttar Pradesh, 221005, India.; Department of Mycology and Plant Pathology, Institute of Agricultural Sciences, Banaras Hindu University, Varanasi, Uttar Pradesh, 221005, India. Electronic address: prahlad.masurkar@bhu.ac.in.; Crop Protection Division, ICAR- National Rice Research Institute, Cuttack, Odisha, 753006, India.; Department of Plant Pathology, School of Agriculture, Lovely Professional University, Punjab, 144411, India.",Microbial pathogenesis,Microb Pathog,,2025,08,14,2025,09,04,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40818496,10.1016/j.micpath.2025.107987,40818496,0,,
40846079,Application of artificial intelligence in microbial drug discovery: Unlocking new frontiers in biotechnology.,"Artificial intelligence (AI) is revolutionizing antimicrobial drug discovery by delivering major improvements in precision, innovation, and efficiency for combating bacterial, fungal, and viral pathogens. Traditional approaches to developing treatments for microbial infections are often hampered by high costs, lengthy timelines, and frequent failures. Modern AI technologies, particularly deep learning, machine learning, computational biology, and big data analytics, provide robust solutions to these challenges by analyzing large-scale biological datasets to predict molecular interactions, identify promising treatment candidates, and expedite both preclinical and clinical development. Innovative techniques such as generative adversarial networks for novel compound discovery, reinforcement learning for optimizing antimicrobial candidates, and natural language processing for extracting knowledge from biomedical literature are now vital to infectious disease research. These approaches facilitate early toxicity prediction, microbial target identification, virtual screening, and the development of more individualized therapies. Notwithstanding these advances, challenges remain, including inconsistent data quality, limited interpretability, and unresolved ethical or legal concerns. This review examines recent advancements in AI applications for microbial drug discovery, with a focus on de novo molecular design, ligand- and structure-based screening, and AI-enabled biomarker identification. Remaining application barriers and promising future directions in AI-driven antimicrobial drug development are also elucidated. Collectively, these innovations are poised to accelerate the discovery of new therapies, reduce costs, and enhance patient outcomes in the fight against infectious diseases.","Mulat, Mulugeta; Banicod, Riza Jane S; Tabassum, Nazia; Javaid, Aqib; Kim, Tae-Hee; Kim, Young-Mog; Khan, Fazlurrahman","Department of Biotechnology, School of Bioscience and Technology, College of Natural Sciences, Wollo University, Dessie, Ethiopia. Electronic address: mulugeta.mulat@wu.edu.et.; Marine Integrated Biomedical Technology Center, The National Key Research Institutes in Universities, Pukyong National University, Busan 48513, Republic of Korea; Research Center for Marine Integrated Bionics Technology, Pukyong National University, Busan 48513, Republic of Korea.; Marine Integrated Biomedical Technology Center, The National Key Research Institutes in Universities, Pukyong National University, Busan 48513, Republic of Korea; Research Center for Marine Integrated Bionics Technology, Pukyong National University, Busan 48513, Republic of Korea; Department of Food Science and Technology, Pukyong National University, Busan 48513, Republic of Korea.; Fisheries Postharvest Research and Development Division, National Fisheries Research and Development Institute, Quezon City 1103, Philippines.; Interdisciplinary Program of Marine and Fisheries Sciences and Convergent Technology, Pukyong National University, Busan 48513, Republic of Korea.; Marine Integrated Biomedical Technology Center, The National Key Research Institutes in Universities, Pukyong National University, Busan 48513, Republic of Korea; Research Center for Marine Integrated Bionics Technology, Pukyong National University, Busan 48513, Republic of Korea; Interdisciplinary Program of Marine and Fisheries Sciences and Convergent Technology, Pukyong National University, Busan 48513, Republic of Korea; Ocean and Fisheries Development International Cooperation Institute, Pukyong National University, Busan 48513, Republic of Korea; International Graduate Program of Fisheries Science, Pukyong National University, Busan 48513, Republic of Korea. Electronic address: fkhan055@pknu.ac.kr.",Journal of microbiological methods,J Microbiol Methods,,2025,08,20,2025,08,26,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40846079,10.1016/j.mimet.2025.107232,40846079,0,0,NONE
40784486,Genomic and transcriptomic landscape of Epstein-Barr virus-positive inflammatory follicular dendritic cell sarcoma: a multi-center study.,"Epstein-Barr virus (EBV)-positive inflammatory follicular dendritic cell sarcoma (EBV+ IFDCS) is a rare indolent malignant neoplasm, which occurs almost exclusively in the liver or spleen and may arise from a common EBV-infected mesenchymal cell that differentiates along the follicular or fibroblastic dendritic cell pathway. Despite its rarity, it presents a pressing need for an improved understanding of its genetic underpinnings and potential treatment strategies for recurrent or disseminated cases. To address this, we conducted comprehensive whole-exome sequencing (WES) and transcriptome sequencing (mRNA-seq) analyses on 31 and 6 cases of EBV+ IFDCS, respectively, collected from multiple centers in China. We also compared the genetic features of EBV+ IFDCS with those of other EBV-associated malignancies. Our analyses revealed a relatively high somatic mutation rate and widespread copy number variations affecting the major histocompatibility complex (MHC)-I/II in EBV+ IFDCS. Integrated mutational profiling identified key signaling pathways involved in epigenetic regulation, NF-κB signaling, RTK/RAS/PI(3)K, and the Hippo pathway. Furthermore, we identified several frequently altered genes that could serve as potential therapeutic targets in EBV+ IFDCS. Transcriptomic analysis unveiled significant upregulation of pathways related to virus infection, immune responses, and multiple immune checkpoint genes in EBV+ IFDCS. Comparative analysis demonstrated clear genetic distinctions between EBV+ IFDCS and other EBV-associated tumors. In conclusion, our study provides the comprehensive insight into the unique genomic and transcriptomic landscape of EBV+ IFDCS. We have identified multiple genetic alterations that likely contribute to the development and progression of this malignancy. Our results suggest that targeted therapy and immune checkpoint inhibitors may hold promise as potential therapeutic approaches for patients with recurrent or disseminated EBV+ IFDCS.","Li, Yan; Weng, Ze-Lin; Fei, Han-Xiao; Li, Hai-Feng; Liu, Yi-Na; Zhang, Le-le; Zhang, Qiong; Weng, Xin; Wang, Yuan-Yuan; Huang, Wen-Yong; Cao, Zhi-Xing; Yang, Kai-Yan; Chen, Xi-Liang; Gao, Jie; Yang, Wen-Sheng; Liu, Fang; Yong, Juan-Juan; Yun, Jing-Ping; Zhang, Hua; Huang, Yu-Hua","Department of Pathology, Shenzhen Second People's Hospital, Shenzhen, P. R. China.; Department of Pathology, Xiamen Humanity Hospital, Xiamen, Fujian, P. R. China.; Department of Pathology, Affiliated Cancer Hospital and Institute of Guangzhou Medical University, Guangzhou, Guangdong, PR China.; Department of Pathology, the Second Affiliated Hospital of Nanchang University, Nanchang, Jiangxi, P. R. China.; Shenzhen Key Laboratory for Systems Medicine in Inflammatory Diseases, School of Medicine, Shenzhen Campus of Sun Yat-Sen University, Sun Yat-sen University, Shenzhen, P. R. China.; Department of Pathology, the First Affiliated Hospital of Wenzhou Medical University, Wenzhou, Zhejiang, P. R. China.; State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, PR China; Department of Pathology, Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, PR China.; Department of Pathology, the Affiliated Chenggong Hospital of Xiamen University, Xiamen, Fujian, P. R. China.; Department of Pathology, Shantou Central Hospital, Shantou, Guangdong, P. R. China.; Department of Pathology, First people's Hospital of Foshan, Guangdong, PR China.; Department of Pathology, Zhuhai People's Hospital Medical Group, Zhuhai, Guangdong, P. R. China.; State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, PR China.; Department of Pathology, Sun Yat-sen Memorial Hospital, Guangzhou, Guangdong, PR China.; State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, PR China; Department of Pathology, Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, PR China; Department of Pathology, Sun Yat-sen University Cancer Center Gansu Hospital, Lanzhou, Gansu, PR China. Electronic address: huangyh@sysucc.org.cn.; Department of Pathology, the Third Affiliated Hospital, Sun Yat-sen University, Guangzhou, Guangdong, PR China.","Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",Mod Pathol,,2025,08,08,2025,08,10,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40784486,10.1016/j.modpat.2025.100864,40784486,0,,
40845806,Expanding the druggable zinc-finger proteome defines properties of drug-induced degradation.,"Glutarimide analogs, such as thalidomide, redirect the E3 ubiquitin ligase CRL4<sup>CRBN</sup> to induce degradation of certain zinc finger (ZF) proteins. Although the core structural motif recognized by CRBN has been characterized, it does not fully explain substrate specificity. To explore the role of residues adjacent to this core motif, we constructed a comprehensive ZF reporter library of 9,097 reporters derived from 1,655 human ZF proteins and conducted a library-on-library screen with 29 glutarimide analogs to identify compounds that collectively degrade 38 ZF reporters. Cryo-electron microscopy and crystal structures of ZFs in complex with CRBN revealed the importance of interactions beyond the core ZF degron. We used systematic mutagenesis of ZFs and CRBN to identify modes of neosubstrate recruitment requiring distinct amino acids. Finally, we found subtle chemical variations in glutarimide analogs that alter target scope and selectivity, thus providing a roadmap for their rational design.","Słabicki, Mikołaj; Park, Jiho; Nowak, Radosław P; Roy Burman, Shourya S; Pellman, Jesse; Zou, Charles; Razumkov, Hlib; Carreiro, Jeannie; Rastogi, Simran; Goldstein, Anna; Nagiec, Marek M; Donovan, Katherine A; Che, Jianwei; Hunkeler, Moritz; Geng, Qixiang; Hsu, Chi-Lin; Lakshminarayan, Megha; Shu, Chelsea; Zon, Rebecca L; Kozicka, Zuzanna; Park, Paul M C; Tsai, Jonathan M; Yoon, Hojong; Jones, Lyn H; Sperling, Adam S; Gray, Nathanael S; Fischer, Eric S; Ebert, Benjamin L","Department of Chemical and Systems Biology, ChEM-H, Stanford Cancer Institute, School of Medicine, Stanford University, Stanford, CA 94305, USA; Department of Chemistry, Stanford School of Humanities and Sciences, Stanford University, Stanford, CA 94305, USA.; Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02115, USA; Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA. Electronic address: benjamin_ebert@dfci.harvard.edu.; Department of Chemical and Systems Biology, ChEM-H, Stanford Cancer Institute, School of Medicine, Stanford University, Stanford, CA 94305, USA.; Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, MA 02215, USA; Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA.; Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA; Center for Protein Degradation, Dana-Farber Cancer Institute, Boston, MA 02215, USA.; Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02115, USA; Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA.; Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, MA 02215, USA; Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA; Institute of Structural Biology, Medical Faculty, University of Bonn, Bonn, Germany.; Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, MA 02215, USA.; Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, MA 02215, USA; Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA. Electronic address: eric_fischer@dfci.harvard.edu.; Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02115, USA; Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Division of Hematology, Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, MA 02115, USA.; Department of Chemical and Systems Biology, ChEM-H, Stanford Cancer Institute, School of Medicine, Stanford University, Stanford, CA 94305, USA; Stanford Cancer Institute, School of Medicine, Stanford University, Stanford, CA 94305, USA.; Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02115, USA; Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Krantz Family Center for Cancer Research, Massachusetts General Hospital Cancer Center, Charlestown, MA 02129, USA. Electronic address: mslabicki@mgh.harvard.edu.",Molecular cell,Mol Cell,"Humans, Ubiquitin-Protein Ligases, Zinc Fingers, Proteolysis, Proteome, Cryoelectron Microscopy, Substrate Specificity, HEK293 Cells, Thalidomide, Models, Molecular, Crystallography, X-Ray, Adaptor Proteins, Signal Transducing",2025,08,15,2025,08,22,['NONE'],https://www.ncbi.nlm.nih.gov/pubmed/40845806,10.1016/j.molcel.2025.07.019,40845806,0,0,NONE
